2026-05-30 08:15:49 | INFO     | SYSTEM               | ================================================================================
2026-05-30 08:17:12 | INFO     | __main__             | 🤖 Trading loop thread started (60s startup grace period — monitoring only)
2026-05-30 08:17:12 | INFO     | __main__             | ✅ Trading loop thread started (waiting for bot activation)
2026-05-30 08:17:16 | INFO     | backend.utils.keep_alive | Hibernate watchdog started
2026-05-30 08:17:16 | INFO     | backend.utils.keep_alive | WebSocket watchdog started (stale threshold: 90s)
2026-05-30 08:17:16 | INFO     | backend.utils.keep_alive | Hibernate watchdog + WS watchdog threads started
2026-05-30 08:17:16 | INFO     | __main__             | ✅ Hibernate + WebSocket watchdogs started
2026-05-30 08:17:16 | INFO     | werkzeug             | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://10.150.244.233:5001
2026-05-30 08:17:16 | INFO     | werkzeug             | [33mPress CTRL+C to quit[0m
2026-05-30 08:17:16 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:16] "GET /ping HTTP/1.1" 200 -
2026-05-30 08:17:30 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:30] "GET / HTTP/1.1" 200 -
2026-05-30 08:17:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:31] "GET /static/css/style.css?v=1780109152 HTTP/1.1" 200 -
2026-05-30 08:17:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:31] "GET /static/js/tabs.js?v=1780109152 HTTP/1.1" 200 -
2026-05-30 08:17:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:31] "GET /static/js/dashboard.js?v=1780109152 HTTP/1.1" 200 -
2026-05-30 08:17:31 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:31] "GET /api/status HTTP/1.1" 200 -
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.45
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 244 free + 0 pledged + 0 T1 = 244 units
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 244 units (Holdings only)
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ Found EMBASSY-RR in Holdings: 0 free + 0 pledged + 47 T1 = 47 units
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/config HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | 📊 EMBASSY-RR: 47 units (Holdings only)
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/symbols/get HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ EMBASSY-RR avg from HOLDINGS: ₹425.39
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/portfolio HTTP/1.1" 200 -
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/logs HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 200 30
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/transactions HTTP/1.1" 200 -
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ Found SILVERBEES in Holdings: 79 free + 0 pledged + 0 T1 = 79 units
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | 📊 SILVERBEES: 79 units (Holdings only)
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ SILVERBEES avg from HOLDINGS: ₹251.45
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ Found EMBASSY-RR in Holdings: 0 free + 0 pledged + 47 T1 = 47 units
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | 📊 EMBASSY-RR: 47 units (Holdings only)
2026-05-30 08:17:32 | DEBUG    | backend.portfolio.tracker | ✓ EMBASSY-RR avg from HOLDINGS: ₹425.39
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/market HTTP/1.1" 200 -
2026-05-30 08:17:32 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/user/margins HTTP/11" 200 None
2026-05-30 08:17:32 | INFO     | frontend.routes      | Funds — opening=₹10656.60  collateral=₹22690366.40  used_margin=₹22597008.73  available_cash=₹10656.60  → available_margin=₹104014.27 (collateral-used+cash)  all_keys=['adhoc_margin', 'cash', 'opening_balance', 'live_balance', 'collateral', 'intraday_payin']
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/cash-balance HTTP/1.1" 200 -
2026-05-30 08:17:32 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:32] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:33 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:33] "[33mGET /api/bot/status HTTP/1.1[0m" 404 -
2026-05-30 08:17:33 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/user/margins HTTP/11" 200 None
2026-05-30 08:17:33 | INFO     | frontend.routes      | Funds — opening=₹10656.60  collateral=₹22690366.40  used_margin=₹22597008.73  available_cash=₹10656.60  → available_margin=₹104014.27 (collateral-used+cash)  all_keys=['adhoc_margin', 'cash', 'opening_balance', 'live_balance', 'collateral', 'intraday_payin']
2026-05-30 08:17:33 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:33] "GET /api/cash-balance HTTP/1.1" 200 -
2026-05-30 08:17:33 | INFO     | frontend.routes      | Bot started via dashboard
2026-05-30 08:17:33 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:33] "POST /api/bot/start HTTP/1.1" 200 -
2026-05-30 08:17:34 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:34 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:34 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:34] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:35 | INFO     | backend.strategy.intraday_engine | Dip Accumulator engine loop started
2026-05-30 08:17:35 | INFO     | backend.strategy.intraday_engine | [MID150BEES] Session reset for 2026-05-30
2026-05-30 08:17:35 | INFO     | backend.strategy.intraday_engine | Dip Accumulator engine STARTED — watching ['MID150BEES']
2026-05-30 08:17:35 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:35] "POST /api/intraday/start HTTP/1.1" 200 -
2026-05-30 08:17:35 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:35 | DEBUG    | backend.portfolio.tracker | ✓ Found MID150BEES in Holdings: 244 free + 0 pledged + 0 T1 = 244 units
2026-05-30 08:17:35 | DEBUG    | backend.portfolio.tracker | 📊 MID150BEES: 244 units (Holdings only)
2026-05-30 08:17:35 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:35 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:35 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:35] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:36 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:36 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:36] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:37 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:37] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:38 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:40 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:41 | DEBUG    | backend.portfolio.tracker | ✓ MID150BEES avg from HOLDINGS: ₹226.02
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/intraday/status HTTP/1.1" 200 -
2026-05-30 08:17:41 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:41] "GET /api/indices HTTP/1.1" 200 -
2026-05-30 08:17:42 | DEBUG    | __main__             | ⏳ Startup grace period — monitoring signals, no execution yet
2026-05-30 08:17:42 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:42] "GET /api/auth/status HTTP/1.1" 200 -
2026-05-30 08:17:42 | DEBUG    | urllib3.connectionpool | https://kite.zerodha.com:443 "GET /oms/orders HTTP/11" 200 30
2026-05-30 08:17:42 | INFO     | werkzeug             | 127.0.0.1 - - [30/May/2026 08:17:42] "GET /api/transactions HTTP/1.1" 200 -
